Date,Bond Price,Bitcoin Price,S&P 500
2021-01-15,1.11,36868.39,3768.25
2021-01-16,,35869.47,
2021-01-17,,35931.15,
2021-01-18,,36765.97,
2021-01-19,1.1,35673.03,3798.91
2021-01-20,1.1,35570.44,3851.85
2021-01-21,1.12,30647.26,3853.07
2021-01-22,1.1,32885.51,3841.47
2021-01-23,,32021.33,
2021-01-24,,32250.01,
2021-01-25,1.05,31979.0,3855.36
2021-01-26,1.05,32579.82,3849.62
2021-01-27,1.04,30552.06,3750.77
2021-01-28,1.07,33484.8,3787.38
2021-01-29,1.11,34330.14,3714.24
2021-01-30,,34229.25,
2021-01-31,,33076.09,
2021-02-01,1.09,33457.6,3773.86
2021-02-02,1.12,35511.07,3826.31
2021-02-03,1.15,37769.41,3830.17
2021-02-04,1.15,37070.87,3871.74
2021-02-05,1.19,38376.86,3886.83
2021-02-06,,38995.52,
2021-02-07,,38888.74,
2021-02-08,1.19,46674.44,3915.59
2021-02-09,1.18,46595.44,3911.23
2021-02-10,1.15,44887.29,3909.88
2021-02-11,1.16,48121.0,3916.38
2021-02-12,1.2,47524.18,3934.83
2021-02-13,,47274.23,
2021-02-14,,48703.26,
2021-02-15,,47911.87,
2021-02-16,1.3,49257.23,3932.59
2021-02-17,1.29,52269.84,3931.33
2021-02-18,1.29,51644.16,3913.97
2021-02-19,1.34,56029.51,3906.71
2021-02-20,,55960.05,
2021-02-21,,57538.47,
2021-02-22,1.37,54130.33,3876.5
2021-02-23,1.37,48972.11,3881.37
2021-02-24,1.38,49789.99,3925.43
2021-02-25,1.54,46927.73,3829.34
2021-02-26,1.44,46360.17,3811.15
2021-02-27,,45973.56,
2021-02-28,,45352.29,
2021-03-01,1.45,49652.19,3901.82
2021-03-02,1.42,48368.22,3870.29
2021-03-03,1.47,50164.67,3819.72
2021-03-04,1.54,48327.39,3768.47
2021-03-05,1.56,48908.09,3841.94
2021-03-06,,48986.85,
2021-03-07,,50858.34,
2021-03-08,1.59,52472.59,3821.35
2021-03-09,1.55,54999.99,3875.44
2021-03-10,1.53,56046.27,3898.81
2021-03-11,1.54,57911.02,3939.34
2021-03-12,1.64,57174.89,3943.34
2021-03-13,,61130.22,
2021-03-14,,59192.98,
2021-03-15,1.62,55430.19,3968.94
2021-03-16,1.62,57126.52,3962.71
2021-03-17,1.63,59221.23,3974.12
2021-03-18,1.71,57562.46,3915.46
2021-03-19,1.74,58001.29,3913.1
2021-03-20,,58051.01,
2021-03-21,,57402.03,
2021-03-22,1.69,54230.21,3940.59
2021-03-23,1.63,54268.81,3910.52
2021-03-24,1.62,52294.65,3889.14
2021-03-25,1.63,51386.2,3909.52
2021-03-26,1.67,55314.11,3974.54
2021-03-27,,55932.18,
2021-03-28,,55821.59,
2021-03-29,1.73,57630.72,3971.09
2021-03-30,1.73,58800.0,3958.55
2021-03-31,1.74,58837.71,3972.89
2021-04-01,1.69,58768.84,4019.87
2021-04-02,1.72,59019.55,
2021-04-03,,56731.0,
2021-04-04,,58266.39,
2021-04-05,1.73,59200.0,4077.91
2021-04-06,1.67,58018.31,4073.94
2021-04-07,1.68,55962.11,4079.95
2021-04-08,1.64,58108.65,4097.17
2021-04-09,1.67,58126.14,4128.8
2021-04-10,,60039.35,
2021-04-11,,60133.37,
2021-04-12,1.69,59903.04,4127.99
2021-04-13,1.64,63660.94,4141.59
2021-04-14,1.64,63283.43,4124.66
2021-04-15,1.56,63346.93,4170.42
2021-04-16,1.59,61486.08,4185.47
2021-04-17,,60199.33,
2021-04-18,,56351.2,
2021-04-19,1.61,55797.39,4163.26
2021-04-20,1.58,56514.9,4134.94
2021-04-21,1.57,53919.48,4173.42
2021-04-22,1.57,51653.27,4134.98
2021-04-23,1.58,51231.69,4180.17
2021-04-24,,50167.5,
2021-04-25,,49272.06,
2021-04-26,1.58,53969.71,4187.62
2021-04-27,1.63,55120.81,4186.72
2021-04-28,1.63,54964.11,4183.18
2021-04-29,1.65,53562.87,4211.47
2021-04-30,1.65,57640.17,4181.17
2021-05-01,,57868.94,
2021-05-02,,56631.64,
2021-05-03,1.63,57213.29,4192.66
2021-05-04,1.61,53128.68,4164.66
2021-05-05,1.59,57518.01,4167.59
2021-05-06,1.58,56485.77,4201.62
2021-05-07,1.6,57373.88,4232.6
2021-05-08,,59045.17,
2021-05-09,,58410.34,
2021-05-10,1.63,55936.77,4188.43
2021-05-11,1.64,56719.0,4152.1
2021-05-12,1.69,49095.57,4063.04
2021-05-13,1.66,49635.45,4112.5
2021-05-14,1.63,49923.92,4173.85
2021-05-15,,46984.74,
2021-05-16,,46523.31,
2021-05-17,1.64,43768.74,4163.29
2021-05-18,1.64,42989.8,4127.83
2021-05-19,1.68,37236.61,4115.68
2021-05-20,1.63,40749.78,4159.12
2021-05-21,1.63,37425.0,4155.86
2021-05-22,,37383.34,
2021-05-23,,34927.4,
2021-05-24,1.61,38725.06,4197.05
2021-05-25,1.56,38370.0,4188.13
2021-05-26,1.58,39213.41,4195.99
2021-05-27,1.61,38368.17,4200.88
2021-05-28,1.58,35770.0,4204.11
2021-05-29,,34621.64,
2021-05-30,,35545.27,
2021-05-31,,37153.71,
2021-06-01,1.62,36764.58,4202.04
2021-06-02,1.59,37501.36,4208.12
2021-06-03,1.63,39215.09,4192.85
2021-06-04,1.56,36895.48,4229.89
2021-06-05,,35565.0,
2021-06-06,,35873.42,
2021-06-07,1.57,33816.09,4226.52
2021-06-08,1.53,33432.26,4227.26
2021-06-09,1.5,37357.02,4219.55
2021-06-10,1.45,36717.51,4239.18
2021-06-11,1.47,37282.15,4247.44
2021-06-12,,35609.66,
2021-06-13,,39122.03,
2021-06-14,1.51,40496.92,4255.15
2021-06-15,1.51,40093.93,4246.59
2021-06-16,1.57,38394.4,4223.7
2021-06-17,1.52,38027.63,4221.86
2021-06-18,1.45,35777.39,4166.45
2021-06-19,,35498.24,
2021-06-20,,35565.82,
2021-06-21,1.5,31686.69,4224.79
2021-06-22,1.48,32508.26,4246.44
2021-06-23,1.5,33688.35,4241.84
2021-06-24,1.49,34695.34,4266.49
2021-06-25,1.54,31704.87,4280.7
2021-06-26,,32265.95,
2021-06-27,,34596.99,
2021-06-28,1.49,34541.8,4290.61
2021-06-29,1.49,35928.75,4291.8
2021-06-30,1.45,34995.83,4297.5
2021-07-01,1.48,33538.49,4319.94
2021-07-02,1.44,33832.49,4352.34
2021-07-03,,34633.93,
2021-07-04,,35126.9,
2021-07-05,,33673.22,
2021-07-06,1.37,34193.9,4343.54
2021-07-07,1.33,33791.0,4358.13
2021-07-08,1.3,32878.23,4320.82
2021-07-09,1.37,33766.87,4369.55
2021-07-10,,33547.19,
2021-07-11,,34236.21,
2021-07-12,1.38,33096.86,4384.63
2021-07-13,1.42,32768.54,4369.21
2021-07-14,1.37,32817.18,4374.3
2021-07-15,1.31,31891.09,4360.03
2021-07-16,1.31,31408.78,4327.16
2021-07-17,,31503.78,
2021-07-18,,31753.02,
2021-07-19,1.19,30849.9,4258.49
2021-07-20,1.23,29788.61,4323.06
2021-07-21,1.3,32086.04,4358.69
2021-07-22,1.27,32327.95,4367.48
2021-07-23,1.3,33700.0,4411.79
2021-07-24,,34275.43,
2021-07-25,,35368.57,
2021-07-26,1.29,37269.12,4422.3
2021-07-27,1.25,39381.82,4401.46
2021-07-28,1.26,40031.56,4400.64
2021-07-29,1.28,40024.94,4419.15
2021-07-30,1.24,42188.95,4395.26
2021-07-31,,41472.42,
2021-08-01,,39816.76,
2021-08-02,1.2,39146.69,4387.16
2021-08-03,1.19,38207.27,4423.15
2021-08-04,1.19,39730.0,4402.66
2021-08-05,1.23,40893.75,4429.1
2021-08-06,1.31,42827.76,4436.52
2021-08-07,,44488.87,
2021-08-08,,43933.26,
2021-08-09,1.33,46208.5,4432.35
2021-08-10,1.36,45565.76,4436.75
2021-08-11,1.35,45482.95,4447.7
2021-08-12,1.36,44454.37,4460.83
2021-08-13,1.29,47765.41,4468.0
2021-08-14,,47134.61,
2021-08-15,,47090.0,
2021-08-16,1.26,45930.71,4479.71
2021-08-17,1.26,44718.51,4448.08
2021-08-18,1.27,44735.2,4400.27
2021-08-19,1.24,46736.74,4405.8
2021-08-20,1.26,49350.99,4441.67
2021-08-21,,48896.95,
2021-08-22,,49328.47,
2021-08-23,1.25,49464.66,4479.53
2021-08-24,1.29,47770.4,4486.23
2021-08-25,1.35,48985.05,4496.19
2021-08-26,1.34,46770.6,4470.0
2021-08-27,1.31,49082.04,4509.37
2021-08-28,,48963.41,
2021-08-29,,48770.78,
2021-08-30,1.29,46924.16,4528.79
2021-08-31,1.3,47065.73,4522.68
2021-09-01,1.31,48889.19,4524.09
2021-09-02,1.29,49273.33,4536.95
2021-09-03,1.33,49919.31,4535.43
2021-09-04,,49949.07,
2021-09-05,,51782.76,
2021-09-06,,52691.2,
2021-09-07,1.38,46943.82,4520.03
2021-09-08,1.35,46022.48,4514.07
2021-09-09,1.3,46414.58,4493.28
2021-09-10,1.35,44897.75,4458.58
2021-09-11,,45127.48,
2021-09-12,,46010.13,
2021-09-13,1.33,44969.02,4468.73
2021-09-14,1.28,47096.48,4443.05
2021-09-15,1.31,48106.71,4480.7
2021-09-16,1.34,47772.7,4473.75
2021-09-17,1.37,47337.8,4432.99
2021-09-18,,48300.04,
2021-09-19,,47270.75,
2021-09-20,1.31,42991.14,4357.73
2021-09-21,1.33,40656.13,4354.19
2021-09-22,1.32,43544.09,4395.64
2021-09-23,1.41,44892.71,4448.98
2021-09-24,1.47,42816.65,4455.48
2021-09-25,,42682.26,
2021-09-26,,43142.04,
2021-09-27,1.48,42214.52,4443.11
2021-09-28,1.54,41006.19,4352.63
2021-09-29,1.55,41522.49,4359.46
2021-09-30,1.52,43834.03,4307.54
2021-10-01,1.48,48145.34,4357.04
2021-10-02,,47692.85,
2021-10-03,,48179.83,
2021-10-04,1.49,49248.68,4300.46
2021-10-05,1.54,51441.74,4345.72
2021-10-06,1.53,55278.64,4363.55
2021-10-07,1.58,53844.74,4399.76
2021-10-08,1.61,53983.21,4391.34
2021-10-09,,54951.3,
2021-10-10,,54655.3,
2021-10-11,,57440.05,4361.19
2021-10-12,1.59,56019.29,4350.65
2021-10-13,1.56,57372.59,4363.8
2021-10-14,1.52,57327.09,4438.26
2021-10-15,1.59,61682.48,4471.37
2021-10-16,,60880.85,
2021-10-17,,61541.01,
2021-10-18,1.59,62036.95,4486.46
2021-10-19,1.65,64353.53,4519.63
2021-10-20,1.65,66005.17,4536.19
2021-10-21,1.68,62152.09,4549.78
2021-10-22,1.66,60671.75,4544.9
2021-10-23,,61308.09,
2021-10-24,,60889.41,
2021-10-25,1.64,63102.83,4566.48
2021-10-26,1.63,60341.21,4574.79
2021-10-27,1.54,58517.61,4551.68
2021-10-28,1.57,60577.62,4596.42
2021-10-29,1.55,62316.4,4605.38
2021-10-30,,62062.88,
2021-10-31,,61333.45,
2021-11-01,1.58,60950.0,4613.67
2021-11-02,1.56,63357.2,4630.65
2021-11-03,1.6,62944.4,4660.57
2021-11-04,1.53,61499.24,4680.06
2021-11-05,1.45,61000.01,4697.53
2021-11-06,,61539.3,
2021-11-07,,63433.66,
2021-11-08,1.51,67510.06,4701.7
2021-11-09,1.46,66967.98,4685.25
2021-11-10,1.56,64896.86,4646.71
2021-11-11,,64793.69,4649.27
2021-11-12,1.58,64158.51,4682.85
2021-11-13,,64482.54,
2021-11-14,,65714.05,
2021-11-15,1.63,63441.68,4682.8
2021-11-16,1.63,60147.32,4700.9
2021-11-17,1.6,60314.28,4688.67
2021-11-18,1.59,57017.38,4704.54
2021-11-19,1.54,58187.85,4697.96
2021-11-20,,59771.71,
2021-11-21,,58742.9,
2021-11-22,1.63,56254.57,4682.94
2021-11-23,1.67,57599.99,4690.7
2021-11-24,1.64,57255.24,4701.46
2021-11-25,,59022.44,
2021-11-26,1.48,53839.39,4594.62
2021-11-27,,54665.93,
2021-11-28,,57471.87,
2021-11-29,1.52,57828.33,4655.27
2021-11-30,1.43,56879.47,4567.0
2021-12-01,1.43,57228.47,4513.04
2021-12-02,1.44,56566.29,4577.1
2021-12-03,1.35,53681.96,4538.43
2021-12-04,,49335.0,
2021-12-05,,49511.76,
2021-12-06,1.43,50588.91,4591.67
2021-12-07,1.48,50676.09,4686.75
2021-12-08,1.52,50531.51,4701.21
2021-12-09,1.49,47639.07,4667.45
2021-12-10,1.48,47268.48,4712.02
2021-12-11,,49432.46,
2021-12-12,,50065.39,
2021-12-13,1.42,46639.86,4668.97
2021-12-14,1.44,48343.16,4634.09
2021-12-15,1.47,48885.97,4709.85
2021-12-16,1.44,47605.48,4668.67
2021-12-17,1.41,46240.15,4620.64
2021-12-18,,46813.13,
2021-12-19,,46683.77,
2021-12-20,1.43,46963.71,4568.02
2021-12-21,1.48,48954.47,4649.23
2021-12-22,1.46,48646.94,4696.56
2021-12-23,1.5,50840.46,4725.79
2021-12-24,,50815.7,
2021-12-25,,50395.07,
2021-12-26,,50841.73,
2021-12-27,1.48,50663.26,4791.19
2021-12-28,1.49,47594.55,4786.35
2021-12-29,1.55,46518.8,4793.06
2021-12-30,1.52,47097.85,4778.73
2021-12-31,1.52,46244.63,4766.18
2022-01-01,,47748.83,
2022-01-02,,47258.52,
2022-01-03,1.63,46519.76,4796.56
2022-01-04,1.66,45889.4,4793.54
2022-01-05,1.71,43422.85,4700.58
2022-01-06,1.73,43133.33,4696.05
2022-01-07,1.76,41656.16,4677.03
2022-01-08,,41667.48,
2022-01-09,,41838.78,
2022-01-10,1.78,41872.47,4670.29
2022-01-11,1.75,42771.24,4713.07
2022-01-12,1.74,43884.25,4726.35
2022-01-13,1.7,42617.64,4659.03
2022-01-14,1.78,43158.68,4662.85
2022-01-15,,43082.34,
2022-01-16,,43137.67,
2022-01-17,,42285.47,
2022-01-18,1.87,42411.61,4577.11
2022-01-19,1.83,41723.49,4532.76
2022-01-20,1.83,40696.22,4482.73
2022-01-21,1.75,36513.29,4397.94
2022-01-22,,35108.16,
2022-01-23,,36233.04,
2022-01-24,1.75,36643.49,4410.13
2022-01-25,1.78,36976.64,4356.45
2022-01-26,1.85,36838.9,4349.93
2022-01-27,1.81,37139.68,4326.51
2022-01-28,1.78,37677.8,4431.85
2022-01-29,,38166.62,
2022-01-30,,37918.6,
2022-01-31,1.79,38430.3,4515.55
2022-02-01,1.81,38745.11,4546.54
2022-02-02,1.78,36905.98,4589.38
2022-02-03,1.82,37238.31,4477.44
2022-02-04,1.93,41545.39,4500.53
2022-02-05,,41447.5,
2022-02-06,,42496.61,
2022-02-07,1.92,43897.96,4483.87
2022-02-08,1.96,44147.59,4521.54
2022-02-09,1.94,44402.94,4587.18
2022-02-10,2.03,43477.29,4504.08
2022-02-11,1.92,42391.54,4418.64
2022-02-12,,42217.48,
2022-02-13,,42097.33,
2022-02-14,1.98,42572.56,4401.67
2022-02-15,2.05,44469.73,4471.07
2022-02-16,2.03,43897.22,4475.01
2022-02-17,1.97,40553.82,4380.26
2022-02-18,1.92,39993.11,4348.87
2022-02-19,,40089.18,
2022-02-20,,38426.4,
2022-02-21,,37075.4,
2022-02-22,1.94,38261.46,4304.76
2022-02-23,1.99,37225.0,4225.5
2022-02-24,1.96,38367.61,4288.7
2022-02-25,1.97,39212.8,4384.65
2022-02-26,,39138.21,
2022-02-27,,37700.0,
2022-02-28,1.83,43206.02,4373.94
2022-03-01,1.72,44412.2,4306.26
2022-03-02,1.86,43862.75,4386.54
2022-03-03,1.86,42432.0,4363.49
2022-03-04,1.74,39205.77,4328.87
2022-03-05,,39390.89,
2022-03-06,,38432.11,
2022-03-07,1.78,38004.69,4201.09
2022-03-08,1.86,38724.21,4170.7
2022-03-09,1.94,41985.86,4277.88
2022-03-10,1.98,39454.87,4259.52
2022-03-11,2.0,38670.76,4204.31
2022-03-12,,38767.98,
2022-03-13,,37780.14,
2022-03-14,2.14,39644.88,4173.11
2022-03-15,2.15,39361.36,4262.45
2022-03-16,2.19,41109.85,4357.86
2022-03-17,2.2,40964.07,4411.67
2022-03-18,2.14,41806.03,4463.12
2022-03-19,,42219.55,
2022-03-20,,41271.13,
2022-03-21,2.32,41009.98,4461.18
2022-03-22,2.38,42359.88,4511.61
2022-03-23,2.32,42940.28,4456.24
2022-03-24,2.34,43979.48,4520.16
2022-03-25,2.48,44355.11,4543.06
2022-03-26,,44548.42,
2022-03-27,,46819.78,
2022-03-28,2.46,47191.31,4575.52
2022-03-29,2.41,47430.74,4631.6
2022-03-30,2.35,47022.82,4602.45
2022-03-31,2.32,45475.83,4530.41
2022-04-01,2.39,46222.43,4545.86
2022-04-02,,45871.46,
2022-04-03,,46358.05,
2022-04-04,2.42,46568.89,4582.64
2022-04-05,2.54,45449.25,4525.12
2022-04-06,2.61,43206.04,4481.15
2022-04-07,2.66,43432.08,4500.21
2022-04-08,2.72,42281.5,4488.28
2022-04-09,,42773.37,
2022-04-10,,42177.2,
2022-04-11,2.79,39615.2,4412.53
2022-04-12,2.72,40105.2,4397.45
2022-04-13,2.7,41101.04,4446.59
2022-04-14,2.83,39910.05,4392.59
2022-04-15,,40566.6,
2022-04-16,,40378.25,
2022-04-17,,39670.73,
2022-04-18,2.85,40817.48,4391.69
2022-04-19,2.93,41480.25,4462.21
2022-04-20,2.85,41350.25,4459.45
2022-04-21,2.9,40464.52,4393.66
2022-04-22,2.9,39708.2,4271.78
2022-04-23,,39468.1,
2022-04-24,,39489.71,
2022-04-25,2.81,40490.41,4296.12
2022-04-26,2.77,38102.78,4175.2
2022-04-27,2.82,39188.42,4183.96
2022-04-28,2.85,39737.71,4287.5
2022-04-29,2.89,38597.17,4131.93
2022-04-30,,37658.53,
2022-05-01,,38496.42,
2022-05-02,2.99,38488.36,4155.38
2022-05-03,2.97,37708.41,4175.48
2022-05-04,2.93,39671.83,4300.17
2022-05-05,3.05,36516.79,4146.87
2022-05-06,3.12,36013.22,4123.34
2022-05-07,,35445.54,
2022-05-08,,34089.76,
2022-05-09,3.05,30176.73,3991.24
2022-05-10,2.99,30961.83,4001.05
2022-05-11,2.91,29027.82,3935.18
2022-05-12,2.84,28959.93,3930.08
2022-05-13,2.93,29292.4,4023.89
2022-05-14,,30012.62,
2022-05-15,,31258.75,
2022-05-16,2.88,29854.67,4008.01
2022-05-17,2.98,30391.04,4088.85
2022-05-18,2.89,28762.93,3923.68
2022-05-19,2.84,30258.84,3900.79
2022-05-20,2.78,29138.15,3901.36
2022-05-21,,29426.6,
2022-05-22,,30221.12,
2022-05-23,2.86,29095.68,3973.75
2022-05-24,2.76,29605.66,3941.48
2022-05-25,2.75,29487.83,3978.73
2022-05-26,2.75,29160.96,4057.84
2022-05-27,2.74,28608.55,4158.24
2022-05-28,,28974.3,
2022-05-29,,29441.17,
2022-05-30,,31691.54,
2022-05-31,2.85,31804.27,4132.15
2022-06-01,2.94,29779.16,4101.23
2022-06-02,2.92,30428.98,4176.82
2022-06-03,2.96,29684.67,4108.54
2022-06-04,,29832.02,
2022-06-05,,29893.98,
2022-06-06,3.04,31324.88,4121.43
2022-06-07,2.98,31073.76,4160.68
2022-06-08,3.03,30195.33,4115.77
2022-06-09,3.04,30070.71,4017.82
2022-06-10,3.15,29061.88,3900.86
2022-06-11,,28381.45,
2022-06-12,,26633.35,
2022-06-13,3.43,22333.0,3749.63
2022-06-14,3.49,22122.57,3735.48
2022-06-15,3.33,22544.07,3789.99
2022-06-16,3.28,20336.62,3666.77
2022-06-17,3.25,20421.22,3674.84
2022-06-18,,18989.21,
2022-06-19,,20520.28,
2022-06-20,,20534.33,
2022-06-21,3.31,20675.12,3764.79
2022-06-22,3.16,19997.23,3759.89
2022-06-23,3.09,21121.55,3795.73
2022-06-24,3.13,21206.32,3911.74
2022-06-25,,21474.76,
2022-06-26,,21025.22,
2022-06-27,3.2,20718.74,3900.11
2022-06-28,3.2,20251.34,3821.55
2022-06-29,3.1,20094.43,3818.83
2022-06-30,2.98,19837.58,3785.38
2022-07-01,2.88,19270.3,3825.33
2022-07-02,,19210.52,
2022-07-03,,19283.07,
2022-07-04,,20205.89,
2022-07-05,2.82,20171.1,3831.39
2022-07-06,2.93,20556.8,3845.08
2022-07-07,3.01,21657.39,3902.62
2022-07-08,3.09,21582.54,3899.38
2022-07-09,,21573.37,
