Date,Bond Price,Bitcoin Price,S&P 500
2022-07-10,,20806.95,
2022-07-11,2.99,19942.91,3854.43
2022-07-12,2.96,19302.71,3818.8
2022-07-13,2.91,20206.62,3801.78
2022-07-14,2.96,20583.48,3790.38
2022-07-15,2.93,20838.39,3863.16
2022-07-16,,21195.28,
2022-07-17,,20762.12,
2022-07-18,2.96,22368.75,3830.85
2022-07-19,3.01,23410.92,3936.69
2022-07-20,3.04,23237.11,3959.9
2022-07-21,2.91,23140.92,3998.95
2022-07-22,2.77,22706.35,3961.63
2022-07-23,,22457.13,
2022-07-24,,22592.39,
2022-07-25,2.81,21248.31,3966.84
2022-07-26,2.81,21277.3,3921.05
2022-07-27,2.78,22986.74,4023.61
2022-07-28,2.68,23875.62,4072.43
2022-07-29,2.67,23817.5,4130.29
2022-07-30,,23643.31,
2022-07-31,,23296.14,
2022-08-01,2.6,23250.19,4118.63
2022-08-02,2.75,23005.22,4091.19
2022-08-03,2.73,22820.48,4155.17
2022-08-04,2.68,22604.63,4151.94
2022-08-05,2.83,23285.14,4145.19
2022-08-06,,22960.16,
2022-08-07,,23187.41,
2022-08-08,2.77,23824.9,4140.06
2022-08-09,2.8,23138.91,4122.47
2022-08-10,2.78,23982.75,4210.24
2022-08-11,2.87,23956.28,4207.27
2022-08-12,2.84,24398.29,4280.15
2022-08-13,,24447.08,
2022-08-14,,24301.71,
2022-08-15,2.79,24092.27,4297.14
2022-08-16,2.82,23861.8,4305.2
2022-08-17,2.89,23357.89,4274.04
2022-08-18,2.88,23175.9,4283.74
2022-08-19,2.98,20850.04,4228.48
2022-08-20,,21151.45,
2022-08-21,,21513.86,
2022-08-22,3.03,21403.82,4137.99
2022-08-23,3.05,21529.34,4128.73
2022-08-24,3.11,21358.67,4140.77
2022-08-25,3.03,21518.35,4199.12
2022-08-26,3.04,20230.18,4057.66
2022-08-27,,20018.43,
2022-08-28,,19582.83,
2022-08-29,3.12,20291.07,4030.61
2022-08-30,3.11,19835.7,3986.16
2022-08-31,3.15,20025.48,3955.0
2022-09-01,3.26,20112.51,3966.85
2022-09-02,3.2,19946.87,3924.26
2022-09-03,,19840.11,
2022-09-04,,20006.54,
2022-09-05,,19807.74,
2022-09-06,3.33,18777.0,3908.19
2022-09-07,3.27,19286.23,3979.87
2022-09-08,3.29,19320.01,4006.18
2022-09-09,3.33,21355.55,4067.36
2022-09-10,,21660.39,
2022-09-11,,21818.08,
2022-09-12,3.37,22412.6,4110.41
2022-09-13,3.42,20164.09,3932.69
2022-09-14,3.41,20216.63,3946.01
2022-09-15,3.45,19690.75,3901.35
2022-09-16,3.45,19784.17,3873.33
2022-09-17,,20117.18,
2022-09-18,,19425.05,
2022-09-19,3.49,19553.1,3899.89
2022-09-20,3.57,18869.22,3855.93
2022-09-21,3.51,18488.54,3789.93
2022-09-22,3.7,19402.35,3757.99
2022-09-23,3.69,19304.43,3693.23
2022-09-24,,18944.06,
2022-09-25,,18788.61,
2022-09-26,3.88,19224.81,3655.04
2022-09-27,3.97,19072.97,3647.29
2022-09-28,3.72,19407.62,3719.04
2022-09-29,3.76,19610.61,3640.47
2022-09-30,3.83,19415.8,3585.62
2022-10-01,,19308.76,
2022-10-02,,19072.29,
2022-10-03,3.67,19640.84,3678.43
2022-10-04,3.62,20344.37,3790.93
2022-10-05,3.76,20152.33,3783.28
2022-10-06,3.83,19962.19,3744.52
2022-10-07,3.89,19524.22,3639.66
2022-10-08,,19409.72,
2022-10-09,,19437.02,
2022-10-10,,19104.67,3612.39
2022-10-11,3.93,19069.69,3588.84
2022-10-12,3.91,19157.32,3577.03
2022-10-13,3.97,19382.53,3669.91
2022-10-14,4.0,19187.64,3583.07
2022-10-15,,19074.41,
2022-10-16,,19270.79,
2022-10-17,4.02,19565.96,3677.95
2022-10-18,4.01,19334.77,3719.98
2022-10-19,4.14,19122.17,3695.16
2022-10-20,4.24,19046.77,3665.78
2022-10-21,4.21,19172.57,3752.75
2022-10-22,,19210.62,
2022-10-23,,19563.5,
2022-10-24,4.25,19332.45,3797.34
2022-10-25,4.1,20113.74,3859.11
2022-10-26,4.04,20760.56,3830.6
2022-10-27,3.96,20287.17,3807.3
2022-10-28,4.02,20594.01,3901.06
2022-10-29,,20831.19,
2022-10-30,,20634.95,
2022-10-31,4.1,20472.79,3871.98
2022-11-01,4.07,20479.49,3856.1
2022-11-02,4.1,20148.56,3759.69
2022-11-03,4.14,20205.32,3719.89
2022-11-04,4.17,21157.96,3770.55
2022-11-05,,21304.72,
2022-11-06,,20912.34,
2022-11-07,4.22,20578.77,3806.8
2022-11-08,4.14,18561.6,3828.11
2022-11-09,4.12,15850.62,3748.57
2022-11-10,3.82,17573.15,3956.37
2022-11-11,,16997.14,3992.93
2022-11-12,,16777.73,
2022-11-13,,16290.62,
2022-11-14,3.88,16576.49,3957.25
2022-11-15,3.8,16869.14,3991.73
2022-11-16,3.67,16660.48,3958.79
2022-11-17,3.77,16677.36,3946.56
2022-11-18,3.82,16673.07,3965.34
2022-11-19,,16667.74,
2022-11-20,,16261.22,
2022-11-21,3.83,15755.75,3949.94
2022-11-22,3.76,16206.32,4003.58
2022-11-23,3.71,16597.46,4027.26
2022-11-24,,16579.3,
2022-11-25,3.68,16508.49,4026.12
2022-11-26,,16452.39,
2022-11-27,,16428.77,
2022-11-28,3.69,16193.89,3963.94
2022-11-29,3.75,16441.63,3957.63
2022-11-30,3.68,17179.78,4080.11
2022-12-01,3.53,16980.55,4076.57
2022-12-02,3.51,17099.27,4071.7
2022-12-03,,16883.68,
2022-12-04,,17102.35,
2022-12-05,3.6,16970.79,3998.84
2022-12-06,3.51,17089.95,3941.26
2022-12-07,3.42,16844.05,3933.92
2022-12-08,3.48,17228.23,3963.51
2022-12-09,3.57,17129.01,3934.38
2022-12-10,,17131.03,
2022-12-11,,17087.42,
2022-12-12,3.61,17209.62,3990.56
2022-12-13,3.51,17763.65,4019.65
2022-12-14,3.49,17815.79,3995.32
2022-12-15,3.44,17358.0,3895.75
2022-12-16,3.48,16627.33,3852.36
2022-12-17,,16785.87,
2022-12-18,,16754.6,
2022-12-19,3.57,16453.07,3817.66
2022-12-20,3.69,16893.02,3821.62
2022-12-21,3.68,16821.03,3878.44
2022-12-22,3.67,16819.21,3822.39
2022-12-23,3.75,16776.77,3844.82
2022-12-24,,16833.61,
2022-12-25,,16831.17,
2022-12-26,,16940.82,
2022-12-27,3.84,16693.38,3829.25
2022-12-28,3.88,16539.02,3783.22
2022-12-29,3.83,16626.11,3849.28
2022-12-30,3.88,16606.43,3839.5
2022-12-31,,16531.0,
2023-01-01,,16615.18,
2023-01-02,,16660.83,
2023-01-03,3.79,16670.38,3824.14
2023-01-04,3.69,16850.4,3852.97
2023-01-05,3.71,16824.98,3808.1
2023-01-06,3.55,16950.6,3895.08
2023-01-07,,16945.34,
2023-01-08,,17134.34,
2023-01-09,3.53,17181.15,3892.09
2023-01-10,3.61,17444.75,3919.25
2023-01-11,3.54,17942.22,3969.61
2023-01-12,3.43,18863.74,3983.17
2023-01-13,3.49,19909.21,3999.09
2023-01-14,,20970.85,
2023-01-15,,20871.25,
2023-01-16,,21186.93,
2023-01-17,3.53,21153.37,3990.97
2023-01-18,3.37,20710.89,3928.86
2023-01-19,3.39,21088.14,3898.85
2023-01-20,3.48,22686.85,3972.61
2023-01-21,,22785.59,
2023-01-22,,22706.71,
2023-01-23,3.52,22915.32,4019.81
2023-01-24,3.46,22612.34,4016.95
2023-01-25,3.46,23072.42,4016.22
2023-01-26,3.49,23028.35,4060.43
2023-01-27,3.52,23072.62,4070.56
2023-01-28,,23034.71,
2023-01-29,,23736.52,
2023-01-30,3.55,22832.32,4017.77
2023-01-31,3.52,23134.74,4076.6
2023-02-01,3.39,23740.02,4119.21
2023-02-02,3.4,23548.98,4179.76
2023-02-03,3.53,23426.4,4136.48
2023-02-04,,23318.95,
2023-02-05,,22938.03,
2023-02-06,3.63,22751.79,4111.08
2023-02-07,3.67,23260.42,4164.0
2023-02-08,3.63,22973.38,4117.86
2023-02-09,3.67,21804.16,4081.5
2023-02-10,3.74,21629.58,4090.46
2023-02-11,,21857.51,
2023-02-12,,21784.08,
2023-02-13,3.72,21786.33,4137.29
2023-02-14,3.77,22193.69,4136.13
2023-02-15,3.81,24340.76,4147.6
2023-02-16,3.86,23468.21,4090.41
2023-02-17,3.82,24562.04,4079.09
2023-02-18,,24626.23,
2023-02-19,,24316.05,
2023-02-20,,24835.63,
2023-02-21,3.95,24447.91,3997.34
2023-02-22,3.93,24187.63,3991.05
2023-02-23,3.88,23938.48,4012.32
2023-02-24,3.95,23181.45,3970.04
2023-02-25,,23157.01,
2023-02-26,,23551.19,
2023-02-27,3.92,23479.61,3982.24
2023-02-28,3.92,23146.93,3970.15
2023-03-01,4.01,23634.46,3951.39
2023-03-02,4.08,23469.09,3981.35
2023-03-03,3.97,22343.55,4045.64
2023-03-04,,22345.17,
2023-03-05,,22429.5,
2023-03-06,3.98,22419.33,4048.42
2023-03-07,3.97,22198.95,3986.37
2023-03-08,3.98,21712.64,3992.01
2023-03-09,3.93,20364.09,3918.32
2023-03-10,3.7,20227.02,3861.59
2023-03-11,,20607.79,
2023-03-12,,22284.36,
2023-03-13,3.55,24239.87,3855.76
2023-03-14,3.64,24786.83,3919.29
2023-03-15,3.51,24350.57,3891.93
2023-03-16,3.56,25040.11,3960.28
2023-03-17,3.39,27442.51,3916.64
2023-03-18,,26991.27,
2023-03-19,,28050.01,
2023-03-20,3.47,27818.07,3951.57
2023-03-21,3.59,28195.56,4002.87
2023-03-22,3.48,27324.09,3936.97
2023-03-23,3.38,28361.31,3948.72
2023-03-24,3.38,27488.93,3970.99
2023-03-25,,27485.45,
2023-03-26,,27987.14,
2023-03-27,3.53,27139.64,3977.53
2023-03-28,3.55,27273.12,3971.27
2023-03-29,3.57,28366.67,4027.81
2023-03-30,3.55,28036.88,4050.83
2023-03-31,3.48,28492.72,4109.31
2023-04-01,,28471.82,
2023-04-02,,28179.21,
2023-04-03,3.43,27807.81,4124.51
2023-04-04,3.35,28172.02,4100.6
2023-04-05,3.3,28187.68,4090.38
2023-04-06,3.3,28053.47,4105.02
2023-04-07,3.39,27927.15,
2023-04-08,,27959.5,
2023-04-09,,28337.04,
2023-04-10,3.41,29678.68,4109.11
2023-04-11,3.43,30243.93,4108.94
2023-04-12,3.41,29913.06,4091.95
2023-04-13,3.45,30412.73,4146.22
2023-04-14,3.52,30493.72,4137.64
2023-04-15,,30319.72,
2023-04-16,,30328.02,
2023-04-17,3.6,29449.98,4151.32
2023-04-18,3.58,30382.37,4154.87
2023-04-19,3.6,28814.51,4154.52
2023-04-20,3.54,28235.24,4129.79
2023-04-21,3.57,27259.0,4133.52
2023-04-22,,27812.19,
2023-04-23,,27582.31,
2023-04-24,3.52,27518.81,4137.04
2023-04-25,3.4,28321.6,4071.63
2023-04-26,3.43,28406.04,4055.99
2023-04-27,3.53,29502.8,4135.35
2023-04-28,3.44,29344.36,4169.48
2023-04-29,,29249.66,
2023-04-30,,29271.16,
2023-05-01,3.59,28056.44,4167.87
2023-05-02,3.44,28682.78,4119.58
2023-05-03,3.38,29047.44,4090.75
2023-05-04,3.37,28861.56,4061.22
2023-05-05,3.44,29514.95,4136.25
2023-05-06,,28907.66,
2023-05-07,,28425.0,
2023-05-08,3.52,27682.7,4138.12
2023-05-09,3.53,27647.15,4119.17
2023-05-10,3.43,27620.2,4137.64
2023-05-11,3.39,27007.95,4130.62
2023-05-12,3.46,26811.54,4124.08
2023-05-13,,26790.49,
2023-05-14,,26931.38,
2023-05-15,3.5,27178.3,4136.28
2023-05-16,3.54,27041.08,4109.9
2023-05-17,3.57,27417.13,4158.77
2023-05-18,3.65,26829.49,4198.05
2023-05-19,3.7,26877.99,4191.98
2023-05-20,,27116.58,
2023-05-21,,26749.85,
2023-05-22,3.72,26854.54,4192.63
2023-05-23,3.7,27223.75,4145.58
2023-05-24,3.73,26321.63,4115.24
2023-05-25,3.83,26488.5,4151.28
2023-05-26,3.8,26728.06,4205.45
2023-05-27,,26883.76,
2023-05-28,,28099.42,
2023-05-29,,27755.32,
2023-05-30,3.69,27696.65,4205.52
2023-05-31,3.64,27222.9,4179.83
2023-06-01,3.61,26837.1,4221.02
2023-06-02,3.69,27250.49,4282.37
2023-06-03,,27073.69,
2023-06-04,,27107.67,
2023-06-05,3.69,25751.24,4273.79
2023-06-06,3.7,27245.8,4283.85
2023-06-07,3.79,26347.69,4267.52
2023-06-08,3.73,26504.81,4293.93
2023-06-09,3.75,26483.2,4298.86
2023-06-10,,25831.06,
2023-06-11,,25946.74,
2023-06-12,3.73,25906.91,4338.93
2023-06-13,3.84,25933.04,4369.01
2023-06-14,3.83,25103.81,4372.59
2023-06-15,3.72,25542.36,4425.84
2023-06-16,3.77,26341.33,4409.59
2023-06-17,,26511.06,
2023-06-18,,26326.27,
2023-06-19,,26822.19,
2023-06-20,3.74,28315.01,4388.71
2023-06-21,3.72,29998.22,4365.69
2023-06-22,3.8,29885.29,4381.89
2023-06-23,3.74,30692.18,4348.33
2023-06-24,,30556.69,
2023-06-25,,30488.37,
2023-06-26,3.72,30279.98,4328.82
2023-06-27,3.77,30702.1,4378.41
2023-06-28,3.71,30102.6,4376.86
2023-06-29,3.85,30441.4,4396.44
2023-06-30,3.81,30475.82,4450.38
2023-07-01,,30585.0,
2023-07-02,,30616.01,
2023-07-03,3.86,31163.19,4455.59
2023-07-04,,30766.91,
2023-07-05,3.95,30492.71,4446.82
2023-07-06,4.05,29910.89,4411.59
2023-07-07,4.06,30337.33,4398.95
2023-07-08,,30301.5,
2023-07-09,,30171.1,
2023-07-10,4.01,30427.52,4409.53
2023-07-11,3.99,30636.22,4439.26
2023-07-12,3.86,30379.01,4472.16
2023-07-13,3.76,31471.53,4510.04
2023-07-14,3.83,30312.82,4505.42
2023-07-15,,30300.67,
2023-07-16,,30236.12,
2023-07-17,3.81,30150.4,4522.79
2023-07-18,3.8,29860.85,4554.98
2023-07-19,3.75,29918.57,4565.72
2023-07-20,3.85,29807.9,4534.87
2023-07-21,3.84,29907.14,4536.34
2023-07-22,,29806.09,
2023-07-23,,30082.77,
2023-07-24,3.86,29171.26,4554.64
2023-07-25,3.91,29221.74,4567.46
2023-07-26,3.86,29351.49,4566.75
2023-07-27,4.01,29213.16,4537.41
2023-07-28,3.96,29311.22,4582.23
2023-07-29,,29357.88,
2023-07-30,,29277.85,
2023-07-31,3.97,29223.31,4588.96
2023-08-01,4.05,29728.88,4576.73
2023-08-02,4.08,29155.83,4513.39
2023-08-03,4.2,29168.14,4501.89
2023-08-04,4.05,29073.7,4478.03
2023-08-05,,29045.71,
2023-08-06,,29040.44,
2023-08-07,4.09,29179.01,4518.44
2023-08-08,4.02,29774.42,4499.38
2023-08-09,4.0,29561.54,4467.71
2023-08-10,4.09,29418.09,4468.83
2023-08-11,4.16,29400.05,4464.05
2023-08-12,,29416.98,
2023-08-13,,29267.56,
2023-08-14,4.19,29397.35,4489.72
2023-08-15,4.21,29165.96,4437.86
2023-08-16,4.28,28694.33,4404.33
2023-08-17,4.3,26600.98,4370.36
2023-08-18,4.26,26043.99,4369.71
2023-08-19,,26081.24,
2023-08-20,,26187.2,
2023-08-21,4.34,26128.18,4399.77
2023-08-22,4.34,26038.42,4387.55
2023-08-23,4.19,26429.54,4436.01
2023-08-24,4.23,26168.12,4376.31
2023-08-25,4.25,26054.38,4405.71
2023-08-26,,26004.15,
2023-08-27,,26089.28,
2023-08-28,4.2,26102.51,4433.31
2023-08-29,4.12,27713.68,4497.63
2023-08-30,4.12,27297.11,4514.87
2023-08-31,4.09,25922.51,4507.66
2023-09-01,4.18,25802.02,4515.77
2023-09-02,,25871.43,
2023-09-03,,25972.64,
2023-09-04,,25814.79,
2023-09-05,4.27,25778.03,4496.83
2023-09-06,4.3,25748.1,4465.48
2023-09-07,4.27,26267.36,4451.14
2023-09-08,4.26,25906.35,4457.49
2023-09-09,,25898.48,
2023-09-10,,25835.33,
2023-09-11,4.29,25161.68,4487.46
2023-09-12,4.27,25852.36,4461.9
2023-09-13,4.25,26216.13,4467.44
2023-09-14,4.29,26531.31,4505.1
2023-09-15,4.33,26620.02,4450.32
2023-09-16,,26569.87,
2023-09-17,,26533.6,
2023-09-18,4.32,26767.54,4453.53
2023-09-19,4.37,27199.35,4443.95
2023-09-20,4.35,27119.41,4402.2
2023-09-21,4.49,26567.29,4330.0
2023-09-22,4.44,26582.63,4320.06
2023-09-23,,26580.31,
2023-09-24,,26229.29,
2023-09-25,4.55,26296.86,4337.44
2023-09-26,4.56,26200.13,4273.53
2023-09-27,4.61,26351.82,4274.51
2023-09-28,4.59,27035.82,4299.7
2023-09-29,4.59,26900.3,4288.05
2023-09-30,,26959.4,
2023-10-01,,27994.89,
2023-10-02,4.69,27517.12,4288.39
2023-10-03,4.81,27421.92,4229.45
2023-10-04,4.73,27782.29,4263.75
2023-10-05,4.72,27419.39,4258.19
2023-10-06,4.78,27949.12,4308.5
2023-10-07,,27974.08,
2023-10-08,,27937.62,
2023-10-09,,27587.43,4335.66
2023-10-10,4.66,27391.73,4358.24
2023-10-11,4.58,26851.85,4376.95
2023-10-12,4.7,26745.5,4349.61
2023-10-13,4.63,26859.1,4327.78
2023-10-14,,26857.29,
2023-10-15,,27155.34,
2023-10-16,4.71,28534.29,4373.63
2023-10-17,4.83,28408.19,4373.2
2023-10-18,4.91,28309.35,4314.6
2023-10-19,4.98,28734.51,4278.0
2023-10-20,4.93,29686.66,4224.16
2023-10-21,,29929.08,
2023-10-22,,29988.13,
2023-10-23,4.86,33106.86,4217.04
2023-10-24,4.83,33919.92,4247.68
2023-10-25,4.95,34489.91,4186.77
2023-10-26,4.86,34140.0,4137.23
2023-10-27,4.84,33905.16,4117.37
2023-10-28,,34071.32,
2023-10-29,,34557.72,
2023-10-30,4.88,34485.49,4166.82
2023-10-31,4.88,34667.88,4193.8
2023-11-01,4.77,35469.43,4237.86
2023-11-02,4.67,34935.25,4317.78
2023-11-03,4.57,34735.91,4358.34
2023-11-04,,35095.0,
2023-11-05,,35015.86,
2023-11-06,4.67,35063.96,4365.98
2023-11-07,4.58,35420.95,4378.38
2023-11-08,4.49,35581.68,4382.78
2023-11-09,4.62,36669.3,4347.35
2023-11-10,4.61,37305.81,4415.24
2023-11-11,,37156.47,
2023-11-12,,37093.34,
2023-11-13,4.63,36470.45,4411.55
2023-11-14,4.44,35552.8,4495.7
2023-11-15,4.53,37876.32,4502.88
2023-11-16,4.45,36150.03,4508.24
2023-11-17,4.44,36626.6,4514.02
2023-11-18,,36595.55,
2023-11-19,,37392.52,
2023-11-20,4.42,37476.08,4547.38
2023-11-21,4.41,35734.18,4538.19
2023-11-22,4.42,37443.86,4556.62
2023-11-23,,37298.0,
2023-11-24,4.47,37745.94,4559.34
2023-11-25,,37801.75,
2023-11-26,,37470.52,
2023-11-27,4.39,37244.39,4550.43
2023-11-28,4.34,37840.46,4554.89
2023-11-29,4.27,37864.76,4550.58
2023-11-30,4.37,37743.0,4567.8
2023-12-01,4.22,38714.0,4594.63
2023-12-02,,39467.65,
2023-12-03,,40028.84,
2023-12-04,4.28,41856.31,4569.78
2023-12-05,4.18,44060.06,4567.18
2023-12-06,4.12,43778.51,4549.34
2023-12-07,4.14,43305.91,4585.59
2023-12-08,4.23,44223.94,4604.37
2023-12-09,,43734.7,
2023-12-10,,43773.63,
2023-12-11,4.23,41205.53,4622.44
2023-12-12,4.2,41452.65,4643.7
2023-12-13,4.04,42927.11,4707.09
2023-12-14,3.92,43031.34,4719.55
2023-12-15,3.91,41939.81,4719.19
2023-12-16,,42230.0,
2023-12-17,,41387.55,
2023-12-18,3.95,42638.28,4740.56
2023-12-19,3.93,42252.2,4768.37
2023-12-20,3.86,43647.01,4698.35
2023-12-21,3.89,43876.98,4746.75
2023-12-22,3.9,44015.6,4754.63
2023-12-23,,43715.59,
2023-12-24,,43006.55,
2023-12-25,,43603.68,
2023-12-26,3.89,42520.26,4774.75
2023-12-27,3.79,43444.45,4781.58
2023-12-28,3.84,42613.04,4783.35
2023-12-29,3.88,42056.3,4769.83
2023-12-30,,42164.76,
2023-12-31,,42300.78,
2024-01-01,,44229.57,
